path,type,family,purpose,inputs,outputs,imports,callers,hard_coded_paths,status,uncertainty,syntax
experiments/traqid_pretraining_v1/pipeline_validation/scripts/03_random_split_tabular_baselines.py,py,TRAQID,03 random split tabular baselines,,experiments/traqid_pretraining_v1/data/processed/traqid_paired_manifest_with_splits.csv | experiments/traqid_pretraining_v1/pipeline_validation/reports,pathlib | numpy | pandas | sklearn.compose | sklearn.preprocessing | sklearn.pipeline | sklearn.metrics | sklearn.ensemble | sklearn.linear_model | sklearn.model_selection | scipy.stats,,,validation branch,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/pipeline_validation/scripts/04_embedding_baselines.py,py,TRAQID,04 embedding baselines,experiments/traqid_pretraining_v1/data/processed/traqid_paired_manifest_with_splits.csv,experiments/traqid_pretraining_v1/embeddings | experiments/traqid_pretraining_v1/pipeline_validation/reports,pathlib | numpy | pandas | sklearn.decomposition | sklearn.preprocessing | sklearn.compose | sklearn.pipeline | sklearn.linear_model | sklearn.ensemble | sklearn.metrics | scipy.stats | sklearn.model_selection,,,validation branch,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/pipeline_validation/scripts/05_extract_yolo_vehicle_features.py,py,TRAQID,05 extract yolo vehicle features,experiments/traqid_pretraining_v1/data/processed/traqid_paired_manifest_with_splits.csv,models/detectors/yolo11m_idd15_v1_best.pt | experiments/traqid_pretraining_v1/pipeline_validation/outputs,pathlib | argparse | pandas | tqdm | ultralytics,,,validation branch,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/pipeline_validation/scripts/06_vehicle_feature_baselines.py,py,TRAQID,06 vehicle feature baselines,,experiments/traqid_pretraining_v1/pipeline_validation/outputs/traqid_yolo_vehicle_features_front.csv | experiments/traqid_pretraining_v1/pipeline_validation/reports,pathlib | numpy | pandas | sklearn.compose | sklearn.preprocessing | sklearn.pipeline | sklearn.metrics | sklearn.ensemble | sklearn.linear_model | sklearn.model_selection | scipy.stats,,,validation branch,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/pipeline_validation/scripts/07_full_fusion_baselines.py,py,TRAQID,07 full fusion baselines,,experiments/traqid_pretraining_v1/pipeline_validation/outputs/traqid_yolo_vehicle_features_front.csv | experiments/traqid_pretraining_v1/embeddings | experiments/traqid_pretraining_v1/pipeline_validation/reports,pathlib | argparse | time | numpy | pandas | sklearn.preprocessing | sklearn.decomposition | sklearn.metrics | sklearn.ensemble | sklearn.linear_model | sklearn.model_selection | scipy.stats,,,validation branch,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/pipeline_validation/scripts/08_make_validation_summary.py,py,TRAQID,08 make validation summary,,experiments/traqid_pretraining_v1/pipeline_validation/reports,pathlib | pandas,,,validation branch,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/pipeline_validation/scripts/09_build_traqid_road_manifest.py,py,TRAQID,09 build traqid road manifest,,experiments/traqid_pretraining_v1/data/processed/traqid_paired_manifest_with_splits.csv | experiments/traqid_pretraining_v1/pipeline_validation/outputs,pathlib | pandas,,,validation branch,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/pipeline_validation/scripts/11_vehicle_engineered_models.py,py,TRAQID,11 vehicle engineered models,,experiments/traqid_pretraining_v1/pipeline_validation/outputs/traqid_yolo_vehicle_features_front.csv | experiments/traqid_pretraining_v1/pipeline_validation/reports,pathlib | time | numpy | pandas | sklearn.model_selection | sklearn.preprocessing | sklearn.metrics | sklearn.ensemble | sklearn.linear_model | scipy.stats,,,validation branch,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/pipeline_validation/scripts/12_best_fair_traqid_model.py,py,TRAQID,12 best fair traqid model,,experiments/traqid_pretraining_v1/pipeline_validation/outputs/traqid_yolo_vehicle_features_front.csv | experiments/traqid_pretraining_v1/embeddings/traqid_mobilenetv2_torch_front_rear_concat_embeddings.npy | experiments/traqid_pretraining_v1/pipeline_validation/reports,pathlib | time | numpy | pandas | sklearn.model_selection | sklearn.preprocessing | sklearn.decomposition | sklearn.metrics | sklearn.ensemble | sklearn.linear_model | scipy.stats,,,validation branch,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/pipeline_validation/scripts/13_random_only_best_models.py,py,TRAQID,13 random only best models,,experiments/traqid_pretraining_v1/pipeline_validation/outputs/traqid_yolo_vehicle_features_front.csv | experiments/traqid_pretraining_v1/embeddings/traqid_mobilenetv2_torch_front_rear_concat_embeddings.npy | experiments/traqid_pretraining_v1/pipeline_validation/reports,pathlib | time | numpy | pandas | sklearn.model_selection | sklearn.preprocessing | sklearn.decomposition | sklearn.metrics | sklearn.ensemble | sklearn.linear_model | scipy.stats,,,validation branch,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/pipeline_validation/scripts/14_fair_model_with_road_dust_score.py,py,TRAQID,14 fair model with road dust score,,experiments/traqid_pretraining_v1/pipeline_validation/outputs/traqid_yolo_vehicle_features_front.csv | experiments/traqid_pretraining_v1/pipeline_validation/outputs/traqid_road_features_front.csv | experiments/traqid_pretraining_v1/embeddings/traqid_mobilenetv2_torch_front_rear_concat_embeddings.npy | experiments/traqid_pretraining_v1/pipeline_validation/reports,pathlib | time | numpy | pandas | sklearn.model_selection | sklearn.preprocessing | sklearn.decomposition | sklearn.metrics | sklearn.ensemble | sklearn.linear_model | scipy.stats,,,validation branch,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/pipeline_validation/scripts/15_fair_model_with_road_dust_resnet50.py,py,TRAQID,15 fair model with road dust resnet50,,experiments/traqid_pretraining_v1/pipeline_validation/outputs/traqid_yolo_vehicle_features_front.csv | experiments/traqid_pretraining_v1/pipeline_validation/outputs/traqid_road_features_front.csv | experiments/traqid_pretraining_v1/embeddings/paper_style_cnn/traqid_paper_resnet50_front_rear_concat_gap_features.npy | experiments/traqid_pretraining_v1/pipeline_validation/reports,pathlib | time | numpy | pandas | sklearn.model_selection | sklearn.preprocessing | sklearn.decomposition | sklearn.metrics | sklearn.ensemble | sklearn.linear_model | scipy.stats,,,validation branch,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/pipeline_validation/scripts/16_analyse_fair_road_resnet50_results.py,py,TRAQID,16 analyse fair road resnet50 results,,experiments/traqid_pretraining_v1/pipeline_validation/outputs/traqid_yolo_vehicle_features_front.csv | experiments/traqid_pretraining_v1/pipeline_validation/outputs/traqid_road_features_front.csv | experiments/traqid_pretraining_v1/embeddings/paper_style_cnn/traqid_paper_resnet50_front_rear_concat_gap_features.npy | experiments/traqid_pretraining_v1/pipeline_validation/reports | experiments/traqid_pretraining_v1/pipeline_validation/figures/fair_road_resnet50_analysis,pathlib | numpy | pandas | matplotlib.pyplot | sklearn.model_selection | sklearn.preprocessing | sklearn.decomposition | sklearn.metrics | sklearn.ensemble | scipy.stats,,,validation branch,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/pipeline_validation/scripts/17_residual_fusion_analysis.py,py,TRAQID,17 residual fusion analysis,,experiments/traqid_pretraining_v1/pipeline_validation/outputs/traqid_yolo_vehicle_features_front.csv | experiments/traqid_pretraining_v1/pipeline_validation/outputs/traqid_road_features_front.csv | experiments/traqid_pretraining_v1/embeddings/paper_style_cnn/traqid_paper_resnet50_front_rear_concat_gap_features.npy | experiments/traqid_pretraining_v1/pipeline_validation/reports,pathlib | numpy | pandas | sklearn.model_selection | sklearn.preprocessing | sklearn.decomposition | sklearn.metrics | sklearn.ensemble | scipy.stats,,,validation branch,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/pipeline_validation/scripts/19_extract_advanced_yolo_features.py,py,TRAQID,19 extract advanced yolo features,experiments/traqid_pretraining_v1/data/processed/traqid_paired_manifest_with_splits.csv,models/detectors/yolo11m_idd15_v1_best.pt | experiments/traqid_pretraining_v1/pipeline_validation/outputs/traqid_yolo_advanced_features_front.csv,pathlib | argparse | time | numpy | pandas | PIL | ultralytics,,,validation branch,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/pipeline_validation/scripts/20_train_advanced_yolo_feature_models.py,py,TRAQID,20 train advanced yolo feature models,,experiments/traqid_pretraining_v1/pipeline_validation/outputs/traqid_yolo_advanced_features_front.csv | experiments/traqid_pretraining_v1/pipeline_validation/reports,pathlib | time | numpy | pandas | sklearn.model_selection | sklearn.preprocessing | sklearn.metrics | sklearn.ensemble | sklearn.linear_model | scipy.stats,,,validation branch,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/pipeline_validation/scripts/21_selected_advanced_yolo_fusion.py,py,TRAQID,21 selected advanced yolo fusion,,experiments/traqid_pretraining_v1/pipeline_validation/outputs/traqid_yolo_advanced_features_front.csv | experiments/traqid_pretraining_v1/pipeline_validation/reports,pathlib | time | warnings | numpy | pandas | scipy.stats | sklearn.base | sklearn.model_selection | sklearn.preprocessing | sklearn.metrics | sklearn.ensemble | sklearn.linear_model,,,validation branch,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/pipeline_validation/scripts/23_image_dominant_feature_models.py,py,TRAQID,23 image dominant feature models,,experiments/traqid_pretraining_v1/pipeline_validation/outputs/traqid_yolo_advanced_features_front.csv | experiments/traqid_pretraining_v1/pipeline_validation/outputs/traqid_road_features_front.csv | experiments/traqid_pretraining_v1/embeddings/paper_style_cnn/traqid_paper_resnet50_front_rear_concat_gap_features.npy | experiments/traqid_pretraining_v1/embeddings/paper_style_cnn/traqid_paper_resnet50_front_gap_index.csv | experiments/traqid_pretraining_v1/pipeline_validation/reports,pathlib | time | warnings | numpy | pandas | sklearn.model_selection | sklearn.preprocessing | sklearn.decomposition | sklearn.metrics | sklearn.ensemble | sklearn.linear_model | scipy.stats,,,validation branch,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/pipeline_validation/scripts/24_final_traqid_summary_table.py,py,TRAQID,24 final traqid summary table,,experiments/traqid_pretraining_v1/pipeline_validation/reports,pathlib | pandas | numpy,,,validation branch,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/pipeline_validation/scripts/25_image_dominant_purged_block_split.py,py,TRAQID,25 image dominant purged block split,,experiments/traqid_pretraining_v1/pipeline_validation/outputs/traqid_yolo_advanced_features_front.csv | experiments/traqid_pretraining_v1/pipeline_validation/outputs/traqid_road_features_front.csv | experiments/traqid_pretraining_v1/embeddings/paper_style_cnn/traqid_paper_resnet50_front_rear_concat_gap_features.npy | experiments/traqid_pretraining_v1/embeddings/paper_style_cnn/traqid_paper_resnet50_front_gap_index.csv | experiments/traqid_pretraining_v1/pipeline_validation/reports,pathlib | time | warnings | numpy | pandas | sklearn.preprocessing | sklearn.decomposition | sklearn.metrics | sklearn.ensemble | sklearn.linear_model | scipy.stats,,,validation branch,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/pipeline_validation/scripts/26_multifold_purged_date_block_validation.py,py,TRAQID,26 multifold purged date block validation,,experiments/traqid_pretraining_v1/pipeline_validation/outputs/traqid_yolo_advanced_features_front.csv | experiments/traqid_pretraining_v1/pipeline_validation/outputs/traqid_road_features_front.csv | experiments/traqid_pretraining_v1/embeddings/paper_style_cnn/traqid_paper_resnet50_front_rear_concat_gap_features.npy | experiments/traqid_pretraining_v1/embeddings/paper_style_cnn/traqid_paper_resnet50_front_gap_index.csv | experiments/traqid_pretraining_v1/pipeline_validation/reports,pathlib | time | warnings | numpy | pandas | sklearn.preprocessing | sklearn.decomposition | sklearn.metrics | sklearn.ensemble | scipy.stats,,,validation branch,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/pipeline_validation/scripts/27_lag_assisted_purged_forecasting_traqid.py,py,TRAQID,27 lag assisted purged forecasting traqid,,experiments/traqid_pretraining_v1/pipeline_validation/outputs/traqid_yolo_advanced_features_front.csv | experiments/traqid_pretraining_v1/pipeline_validation/outputs/traqid_road_features_front.csv | experiments/traqid_pretraining_v1/embeddings/paper_style_cnn/traqid_paper_resnet50_front_rear_concat_gap_features.npy | experiments/traqid_pretraining_v1/embeddings/paper_style_cnn/traqid_paper_resnet50_front_gap_index.csv | experiments/traqid_pretraining_v1/pipeline_validation/reports,pathlib | time | warnings | numpy | pandas | sklearn.preprocessing | sklearn.decomposition | sklearn.metrics | sklearn.ensemble | sklearn.linear_model | scipy.stats,,,validation branch,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/scripts/01_audit_traqid_full.py,py,TRAQID,01 audit traqid full,,experiments/traqid_pretraining_v1/data/raw | experiments/traqid_pretraining_v1/reports,__future__ | argparse | json | re | pathlib | pandas,,,active or historical; uncertain,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/scripts/01_traqid_sanity_report.py,py,TRAQID,01 traqid sanity report,,experiments/traqid_pretraining_v1/data/processed/traqid_paired_manifest_with_splits.csv | experiments/traqid_pretraining_v1/reports/pipeline_validation,pathlib | pandas,,,active or historical; uncertain,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/scripts/02_build_traqid_paired_manifest.py,py,TRAQID,02 build traqid paired manifest,experiments/traqid_pretraining_v1/data/raw,experiments/traqid_pretraining_v1/data/processed | experiments/traqid_pretraining_v1/reports,__future__ | argparse | json | re | pathlib | pandas,,,active or historical; uncertain,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/scripts/03_eda_traqid_paired_manifest.py,py,TRAQID,03 eda traqid paired manifest,,experiments/traqid_pretraining_v1/data/processed/traqid_paired_manifest.csv | experiments/traqid_pretraining_v1/reports | experiments/traqid_pretraining_v1/figures,__future__ | argparse | pathlib | matplotlib.pyplot | pandas,,,active or historical; uncertain,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/scripts/04_create_traqid_splits.py,py,TRAQID,04 create traqid splits,experiments/traqid_pretraining_v1/data/processed/traqid_paired_manifest.csv | experiments/traqid_pretraining_v1/data/processed,experiments/traqid_pretraining_v1/reports,__future__ | argparse | json | pathlib | pandas,experiments/traqid_pretraining_v1/scripts/09_train_traqid_supervised_cnn_pm25.py,,active or historical; uncertain,low-medium,ok
experiments/traqid_pretraining_v1/scripts/05_train_traqid_T7_multimodal_rnn_no_pm_inputs.py,py,TRAQID,05 train traqid T7 multimodal rnn no pm inputs,,,argparse | json | pathlib | numpy | pandas | torch | torch.utils.data | sklearn.metrics | sklearn.preprocessing,,,active or historical; uncertain,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/scripts/05_train_traqid_tabular_baselines.py,py,TRAQID,05 train traqid tabular baselines,experiments/traqid_pretraining_v1/data/processed/traqid_paired_manifest_with_splits.csv,experiments/traqid_pretraining_v1/reports/tabular_baselines | experiments/traqid_pretraining_v1/figures/tabular_baselines,__future__ | argparse | json | math | pathlib | matplotlib.pyplot | numpy | pandas | sklearn.base | sklearn.compose | sklearn.dummy | sklearn.ensemble | sklearn.impute | sklearn.linear_model | sklearn.metrics | sklearn.pipeline | sklearn.preprocessing,,,active or historical; uncertain,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/scripts/06_extract_traqid_image_embeddings_torch.py,py,TRAQID,06 extract traqid image embeddings torch,experiments/traqid_pretraining_v1/data/processed/traqid_paired_manifest_with_splits.csv,experiments/traqid_pretraining_v1/embeddings | experiments/traqid_pretraining_v1/reports/embedding_extraction,__future__ | argparse | json | math | time | pathlib | typing | numpy | pandas | torch | PIL | torch.utils.data | torchvision | tqdm,,,active or historical; uncertain,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/scripts/06_train_traqid_T7_gated_multimodal_fusion_no_pm_inputs.py,py,TRAQID,06 train traqid T7 gated multimodal fusion no pm inputs,,,argparse | json | pathlib | numpy | pandas | torch | torch.utils.data | sklearn.metrics | sklearn.preprocessing,,,active or historical; uncertain,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/scripts/07_ensemble_t7_multimodal_predictions.py,py,TRAQID,07 ensemble t7 multimodal predictions,,,argparse | pathlib | numpy | pandas | sklearn.metrics,,,active or historical; uncertain,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/scripts/07_train_residual_correction_from_engineered_features.py,py,TRAQID,07 train residual correction from engineered features,,,argparse | pathlib | numpy | pandas | sklearn.ensemble | sklearn.impute | sklearn.linear_model | sklearn.metrics | sklearn.multioutput | sklearn.pipeline | sklearn.preprocessing,,,active or historical; uncertain,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/scripts/07_train_traqid_embedding_baselines.py,py,TRAQID,07 train traqid embedding baselines,experiments/traqid_pretraining_v1/embeddings/traqid_mobilenetv2_torch_embedding_index.csv | experiments/traqid_pretraining_v1/embeddings | experiments/traqid_pretraining_v1/models/embedding_baselines,experiments/traqid_pretraining_v1/reports/embedding_baselines | experiments/traqid_pretraining_v1/figures/embedding_baselines,__future__ | argparse | json | math | pathlib | joblib | matplotlib.pyplot | numpy | pandas | sklearn.decomposition | sklearn.dummy | sklearn.ensemble | sklearn.linear_model | sklearn.metrics | sklearn.pipeline | sklearn.preprocessing,,,active or historical; uncertain,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/scripts/08_greedy_weighted_ensemble_search.py,py,TRAQID,08 greedy weighted ensemble search,,,argparse | itertools | pathlib | numpy | pandas | sklearn.metrics,,,active or historical; uncertain,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/scripts/08_leave_one_date_out_embedding_baseline.py,py,TRAQID,08 leave one date out embedding baseline,experiments/traqid_pretraining_v1/embeddings/traqid_mobilenetv2_torch_embedding_index.csv | experiments/traqid_pretraining_v1/embeddings,experiments/traqid_pretraining_v1/reports/lodo_embedding_baselines | experiments/traqid_pretraining_v1/figures/lodo_embedding_baselines,__future__ | argparse | json | math | pathlib | matplotlib.pyplot | numpy | pandas | sklearn.decomposition | sklearn.dummy | sklearn.linear_model | sklearn.metrics | sklearn.pipeline | sklearn.preprocessing,,,active or historical; uncertain,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/scripts/08_pm25_residual_signal_ablation.py,py,TRAQID,08 pm25 residual signal ablation,,,argparse | pathlib | numpy | pandas | sklearn.ensemble | sklearn.impute | sklearn.linear_model | sklearn.metrics | sklearn.pipeline | sklearn.preprocessing,,,active or historical; uncertain,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/scripts/09_pm25_residual_tuned_with_basepred.py,py,TRAQID,09 pm25 residual tuned with basepred,,,argparse | pathlib | numpy | pandas | sklearn.ensemble | sklearn.impute | sklearn.metrics | sklearn.pipeline | sklearn.preprocessing | sklearn.linear_model,,,active or historical; uncertain,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/scripts/09_train_T7_image_only_gru_with_val_predictions.py,py,TRAQID,09 train T7 image only gru with val predictions,,,argparse | json | pathlib | numpy | pandas | torch | torch.utils.data | sklearn.metrics | sklearn.preprocessing,,,active or historical; uncertain,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/scripts/09_train_traqid_supervised_cnn_pm25.py,py,TRAQID,09 train traqid supervised cnn pm25,experiments/traqid_pretraining_v1/data/processed/ | experiments/traqid_pretraining_v1/data/processed/traqid_paired_manifest_with_splits.csv,experiments/traqid_pretraining_v1/models/supervised_cnn_pm25 | experiments/traqid_pretraining_v1/reports/supervised_cnn_pm25 | experiments/traqid_pretraining_v1/figures/supervised_cnn_pm25,__future__ | argparse | json | math | random | time | pathlib | typing | matplotlib.pyplot | numpy | pandas | torch | PIL | scipy.stats | sklearn.metrics | torch.utils.data | torchvision | tqdm,,,active or historical; uncertain,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/scripts/09a_create_random_split_manifest.py,py,TRAQID,09a create random split manifest,experiments/traqid_pretraining_v1/data/processed/traqid_paired_manifest_with_splits.csv | experiments/traqid_pretraining_v1/data/processed/traqid_paired_manifest_random_debug_split.csv,,pathlib | pandas | sklearn.model_selection,,,active or historical; uncertain,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/scripts/10_extract_supervised_cnn_embeddings.py,py,TRAQID,10 extract supervised cnn embeddings,,,__future__ | argparse | json | pathlib | numpy | pandas | torch | PIL | torch.utils.data | torchvision | tqdm,,,active or historical; uncertain,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/scripts/10_pm25_oof_residual_correction.py,py,TRAQID,10 pm25 oof residual correction,,,argparse | json | pathlib | numpy | pandas | torch | torch.utils.data | sklearn.ensemble | sklearn.impute | sklearn.metrics | sklearn.model_selection | sklearn.pipeline | sklearn.preprocessing | sklearn.linear_model,,,active or historical; uncertain,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/scripts/10_train_T7_image_only_gru_pm25_only.py,py,TRAQID,10 train T7 image only gru pm25 only,,,,,,active or historical; uncertain,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/scripts/11_build_split_first_T7_sequences.py,py,TRAQID,11 build split first T7 sequences,experiments/traqid_pretraining_v1/data/processed/traqid_paired_manifest_with_splits.csv | experiments/traqid_pretraining_v1/data/processed/split_first_sequences,,argparse | pathlib | numpy | pandas | sklearn.model_selection,,,active or historical; uncertain,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/scripts/11_build_traqid_T7_sequence_manifest.py,py,TRAQID,11 build traqid T7 sequence manifest,experiments/traqid_pretraining_v1/embeddings/traqid_mobilenetv2_torch_embedding_index.csv,experiments/traqid_pretraining_v1/data/processed/traqid_T7_front_sequence_manifest.csv | experiments/traqid_pretraining_v1/reports/t7_sequence,__future__ | argparse | json | pathlib | pandas,,,active or historical; uncertain,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/scripts/12_train_pm25_split_first_resnet50_gru.py,py,TRAQID,12 train pm25 split first resnet50 gru,,,argparse | json | pathlib | numpy | pandas | torch | sklearn.metrics | sklearn.preprocessing | torch.utils.data,,,active or historical; uncertain,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/scripts/12_train_traqid_T7_embedding_gru.py,py,TRAQID,12 train traqid T7 embedding gru,experiments/traqid_pretraining_v1/data/processed/traqid_T7_front_sequence_manifest.csv | experiments/traqid_pretraining_v1/embeddings/traqid_mobilenetv2_torch_front_embeddings.npy,experiments/traqid_pretraining_v1/models/t7_embedding_gru | experiments/traqid_pretraining_v1/reports/t7_embedding_gru | experiments/traqid_pretraining_v1/figures/t7_embedding_gru,__future__ | argparse | json | math | random | pathlib | matplotlib.pyplot | numpy | pandas | torch | scipy.stats | sklearn.metrics | torch.utils.data | tqdm,,,active or historical; uncertain,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/scripts/12a_create_random_T7_sequence_split.py,py,TRAQID,12a create random T7 sequence split,experiments/traqid_pretraining_v1/data/processed/traqid_T7_front_sequence_manifest.csv | experiments/traqid_pretraining_v1/data/processed/traqid_T7_front_sequence_manifest_random_debug_split.csv,,pathlib | pandas | sklearn.model_selection,,,active or historical; uncertain,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/scripts/13_create_purged_T7_block_split.py,py,TRAQID,13 create purged T7 block split,,experiments/traqid_pretraining_v1/data/processed/traqid_T7_front_sequence_manifest.csv | experiments/traqid_pretraining_v1/data/processed/traqid_T7_front_sequence_manifest_purged_block_split.csv | experiments/traqid_pretraining_v1/reports/t7_purged_block_split,__future__ | argparse | json | pathlib | pandas,,,active or historical; uncertain,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/scripts/13_train_pm25_single_image_resnet_mlp.py,py,TRAQID,13 train pm25 single image resnet mlp,experiments/traqid_pretraining_v1/data/processed/traqid_paired_manifest_with_splits.csv | experiments/traqid_pretraining_v1/embeddings/paper_style_cnn/traqid_paper_resnet50_front_rear_concat_gap_features.npy,,argparse | json | pathlib | numpy | pandas | torch | sklearn.metrics | sklearn.model_selection | sklearn.preprocessing | torch.utils.data,,,active or historical; uncertain,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/scripts/14_make_subset1_comparison_table.py,py,TRAQID,14 make subset1 comparison table,,experiments/traqid_pretraining_v1/reports/subset1_paper_replication | experiments/traqid_pretraining_v1/figures/subset1_paper_replication | experiments/traqid_pretraining_v1/reports/supervised_cnn_pm25_date_safe_front/metrics_mobilenetv2_front.json | experiments/traqid_pretraining_v1/reports/supervised_cnn_pm25_random_front/metrics_mobilenetv2_front.json | experiments/traqid_pretraining_v1/reports/t7_embedding_gru/metrics_t7_embedding_gru.json | experiments/traqid_pretraining_v1/reports/t7_embedding_gru_random_debug/metrics_t7_embedding_gru.json | experiments/traqid_pretraining_v1/reports/t7_embedding_gru_purged_block/metrics_t7_embedding_gru.json | experiments/traqid_pretraining_v1/reports/t7_supervised_front_gru_purged_block/metrics_t7_embedding_gru.json | experiments/traqid_pretraining_v1/reports/t7_supervised_front_rear_mean_gru_purged_block/metrics_t7_embedding_gru.json,__future__ | json | pathlib | matplotlib.pyplot | pandas,,,active or historical; uncertain,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/scripts/15_fuse_front_rear_supervised_embeddings.py,py,TRAQID,15 fuse front rear supervised embeddings,experiments/traqid_pretraining_v1/embeddings/traqid_supervised_pm25_random_front_embeddings.npy | experiments/traqid_pretraining_v1/embeddings/traqid_supervised_pm25_random_rear_embeddings.npy | experiments/traqid_pretraining_v1/embeddings/traqid_supervised_pm25_random_front_embedding_index.csv | experiments/traqid_pretraining_v1/embeddings/traqid_supervised_pm25_random_rear_embedding_index.csv | experiments/traqid_pretraining_v1/embeddings/traqid_supervised_pm25_random_front_rear,,__future__ | argparse | json | pathlib | numpy | pandas,,,active or historical; uncertain,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/scripts/15_train_pm25_single_image_yolo_road_tabular.py,py,TRAQID,15 train pm25 single image yolo road tabular,,,argparse | pathlib | numpy | pandas | sklearn.ensemble | sklearn.impute | sklearn.linear_model | sklearn.metrics | sklearn.model_selection | sklearn.pipeline | sklearn.preprocessing,,,active or historical; uncertain,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/scripts/16_analyze_traqid_group_structure.py,py,TRAQID,16 analyze traqid group structure,experiments/traqid_pretraining_v1/data/processed/traqid_paired_manifest_with_splits.csv,experiments/traqid_pretraining_v1/reports/traqid_group_structure_analysis,argparse | pathlib | numpy | pandas,,,active or historical; uncertain,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/scripts/16_train_T7_gru_tabular_fusion.py,py,TRAQID,16 train T7 gru tabular fusion,experiments/traqid_pretraining_v1/data/processed/traqid_T7_front_sequence_manifest_purged_block_split.csv | experiments/traqid_pretraining_v1/embeddings/traqid_supervised_pm25_random_front_rear_mean_embeddings.npy,experiments/traqid_pretraining_v1/models/t7_supervised_front_rear_mean_gru_tabular_fusion_purged_block | experiments/traqid_pretraining_v1/reports/t7_supervised_front_rear_mean_gru_tabular_fusion_purged_block | experiments/traqid_pretraining_v1/figures/t7_supervised_front_rear_mean_gru_tabular_fusion_purged_block,__future__ | argparse | json | math | random | pathlib | matplotlib.pyplot | numpy | pandas | torch | scipy.stats | sklearn.compose | sklearn.impute | sklearn.metrics | sklearn.pipeline | sklearn.preprocessing | torch.utils.data | tqdm,,,active or historical; uncertain,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/scripts/17_build_balanced_date_grouped_T7_cv_sequences.py,py,TRAQID,17 build balanced date grouped T7 cv sequences,experiments/traqid_pretraining_v1/ | data/processed/,,argparse | json | pathlib | numpy | pandas,,,active or historical; uncertain,medium: inferred from static code and naming,ok
